run,CINT7,CEMC7,EG1,EG2,EJ1,EJ2,CDMC7,DG1,DG2,DJ1,DJ2
291360,1439999,11769,87247,105200,82108,23110,11769,87247,105200,82108,23110
291361,313474,2608,18729,23053,17921,5131,2608,18729,23053,17921,5131
291362,1083877,8868,65575,79386,61743,17341,8868,65575,79386,61743,17341
291375,2282350,19117,139646,170305,131010,37067,19117,139646,170305,131010,37067
291377,235471,1906,14216,17374,13482,3862,1906,14216,17374,13482,3862
291397,4971017,40911,300039,367495,283309,80736,40911,300039,367495,283309,80736
291399,610323,5030,37729,45656,35300,9926,5030,37729,45656,35300,9926
291402,379154,3152,22996,28241,21478,6256,3152,22996,28241,21478,6256
291416,365325,2973,21904,26764,20554,5797,2973,21904,26764,20554,5797
291417,290899,2334,17688,21447,16281,4561,2334,17688,21447,16281,4561
291419,433497,3541,26299,31663,24209,6735,3541,26299,31663,24209,6735
291420,3572798,29297,216713,265224,202650,57485,29297,216713,265224,202650,57485
291424,516912,4299,30966,38478,29278,8436,4299,30966,38478,29278,8436
291446,302430,2489,18297,22048,16840,4873,2489,18297,22048,16840,4873
291447,747356,6098,45426,55627,42520,12004,6098,45426,55627,42520,12004
291453,1900866,15430,114848,140035,107922,30541,15430,114848,140035,107922,30541
291456,2102882,17291,124967,155321,117882,33807,17291,124967,155321,117882,33807
291457,616002,5144,36300,45304,34395,9911,5144,36300,45304,34395,9911
291481,2336003,19199,137152,169283,129990,37202,19199,137152,169283,129990,37202
291482,1225227,9983,73862,90908,69232,19764,9983,73862,90908,69232,19764
291484,2454840,20110,147162,181111,138891,39741,20110,147162,181111,138891,39741
291485,238569,1976,14234,17673,13350,3830,1976,14234,17673,13350,3830
292397,1095805,8929,64599,80694,60682,17431,8929,64599,80694,60682,17431
292398,2672863,21922,160679,198371,150759,43032,21922,160679,198371,150759,43032
292405,1661904,13851,100150,124006,93786,26585,13851,100150,124006,93786,26585
292406,198588,1666,11996,15010,11323,3309,1666,11996,15010,11323,3309
292428,615723,4957,36833,45304,34413,9771,4957,36833,45304,34413,9771
292429,1474080,12102,89253,109680,83181,23763,12102,89253,109680,83181,23763
292430,2387938,19541,162100,179960,154007,40415,19541,162100,179960,154007,40415
292432,428364,3545,26001,31857,24039,6899,3545,26001,31857,24039,6899
292434,843383,6833,50591,62589,47249,13539,6833,50591,62589,47249,13539
292456,1346583,10909,79213,98375,74161,21121,10909,79213,98375,74161,21121
292457,1851374,15184,110714,136486,104163,29502,15184,110714,136486,104163,29502
292460,964322,7916,57546,71283,54031,15145,7916,57546,71283,54031,15145
292461,819889,6625,48792,61005,45983,13170,6625,48792,61005,45983,13170
292495,1489622,12077,88564,108891,82938,23564,12077,88564,108891,82938,23564
292496,1041225,8595,61690,76231,58197,16266,8595,61690,76231,58197,16266
292497,1472819,11912,88799,108955,82994,23452,11912,88799,108955,82994,23452
292500,1905823,15558,114329,141064,106983,30695,15558,114329,141064,106983,30695
292521,682734,5526,40205,49755,37531,10675,5526,40205,49755,37531,10675
292523,1225238,9916,72906,90271,68188,19483,9916,72906,90271,68188,19483
292524,793275,6520,47448,58469,44171,12545,6520,47448,58469,44171,12545
292526,473742,3995,28110,35109,26397,7576,3995,28110,35109,26397,7576
292553,431483,3456,25727,31736,23917,6752,3456,25727,31736,23917,6752
292554,1273154,10268,76108,93411,71117,20042,10268,76108,93411,71117,20042
292557,515929,4296,31024,38106,28666,8151,4296,31024,38106,28666,8151
292559,1103560,9016,65834,81632,61564,17570,9016,65834,81632,61564,17570
292560,210508,1688,12679,15355,11935,3311,1688,12679,15355,11935,3311
292563,985180,8069,59762,73058,56007,15886,8069,59762,73058,56007,15886
292584,471248,3873,27828,33872,26131,7413,3873,27828,33872,26131,7413
292586,389587,3131,22257,27280,20643,5891,3131,22257,27280,20643,5891
292693,1207392,9906,75002,91542,72607,20596,9906,75002,91542,72607,20596
292695,95701,791,5691,7128,5468,1623,791,5691,7128,5468,1623
292696,2686376,21922,161618,199990,152037,43294,21922,161618,199990,152037,43294
292698,279108,2272,17300,20881,16166,4544,2272,17300,20881,16166,4544
292701,713599,5906,42808,53627,39906,11547,5906,42808,53627,39906,11547
292704,943938,7880,56722,70015,53671,15134,7880,56722,70015,53671,15134
292737,673316,5506,39526,49305,37033,10613,5506,39526,49305,37033,10613
292739,1790396,14604,106591,131887,98480,28148,14604,106591,131887,98480,28148
292747,603182,4978,36128,44568,33625,9425,4978,36128,44568,33625,9425
292748,547333,4447,33130,41113,30386,8736,4447,33130,41113,30386,8736
292750,51417,419,3158,3868,2982,855,419,3158,3868,2982,855
292803,633078,5081,36524,44602,33238,9297,5081,36524,44602,33238,9297
292804,1278250,10317,76759,94124,71387,19869,10317,76759,94124,71387,19869
292809,459778,3686,27753,33615,25477,7182,3686,27753,33615,25477,7182
292810,431814,3519,26117,32017,24219,6810,3519,26117,32017,24219,6810
292811,1170994,9532,70449,86420,64890,18038,9532,70449,86420,64890,18038
292831,1588003,12816,94102,115762,87439,24556,12816,94102,115762,87439,24556
292832,190962,1560,11283,14110,10398,3027,1560,11283,14110,10398,3027
292836,311301,2514,18688,22812,17435,4824,2514,18688,22812,17435,4824
292839,1572718,12949,94424,116301,87404,24414,12949,94424,116301,87404,24414
