run,CINT7,CEMC7,EG1,EG2,EJ1,EJ2,CDMC7,DG1,DG2,DJ1,DJ2
290769,2835333,23394,227540,213329,217869,50894,10563,86656,102443,19062,3733
292298,2687480,22035,164099,198881,153999,43380,10174,81023,98918,18333,3390
