run,CINT7,CEMC7,EG1,EG2,EJ1,EJ2,CDMC7,DG1,DG2,DJ1,DJ2
257733,373443,3030,33417,42672,28449,7889,3030,33417,42672,28449,7889
257734,379492,3124,34879,43161,30001,7924,3124,34879,43161,30001,7924
257735,1400238,11329,124902,160737,107177,29840,11329,124902,160737,107177,29840
257737,3034308,24342,273457,353483,233686,65575,24342,273457,353483,233686,65575
257754,3112757,24329,269694,344718,232068,63884,24329,269694,344718,232068,63884
257765,634388,5076,56324,72873,48087,13360,5076,56324,72873,48087,13360
257773,555212,4476,48947,63580,42210,11768,4476,48947,63580,42210,11768
257797,973045,7422,81988,105258,70414,19623,7422,81988,105258,70414,19623
257798,475876,3749,40204,52094,35191,9593,3749,40204,52094,35191,9593
257799,1999056,15894,168827,218985,148477,41039,15894,168827,218985,148477,41039
257800,382083,2973,32723,42583,28553,7948,2973,32723,42583,28553,7948
257803,2573617,20732,230193,291569,201125,55058,20732,230193,291569,201125,55058
257804,1366419,11131,121785,156734,106413,29724,11131,121785,156734,106413,29724
257850,1506660,11879,127663,166232,111633,31239,11879,127663,166232,111633,31239
257853,1596816,12742,139100,180599,121833,33973,12742,139100,180599,121833,33973
257855,56974,452,5023,6513,4405,1219,452,5023,6513,4405,1219
257893,333364,2651,28670,37095,25268,7141,2651,28670,37095,25268,7141
257936,675365,5550,61606,79023,53745,14665,5550,61606,79023,53745,14665
257937,841858,7114,79669,99311,69034,18711,7114,79669,99311,69034,18711
257939,1313907,10979,120710,156151,103855,28775,10979,120710,156151,103855,28775
257957,508101,3964,44056,56071,38017,10361,3964,44056,56071,38017,10361
257958,283193,2250,24765,32067,21628,5914,2250,24765,32067,21628,5914
257960,372928,2985,32366,41529,28258,7660,2985,32366,41529,28258,7660
257963,52069,391,4758,5983,4175,1113,391,4758,5983,4175,1113
257979,916548,7338,83313,104600,73070,19735,7338,83313,104600,73070,19735
258012,391912,3229,35769,45395,31255,8498,3229,35769,45395,31255,8498
258014,345227,2873,30745,39974,26917,7465,2873,30745,39974,26917,7465
258017,349772,2916,31432,40794,27311,7607,2916,31432,40794,27311,7607
258019,1844948,15257,165422,215100,144589,40434,15257,165422,215100,144589,40434
258039,802054,6311,69290,89741,60414,16753,6311,69290,89741,60414,16753
258041,379943,3051,33055,42842,29138,7965,3051,33055,42842,29138,7965
258042,348217,2728,30421,39339,26519,7300,2728,30421,39339,26519,7300
258045,641306,5323,56685,72915,49930,13720,5323,56685,72915,49930,13720
258048,192867,1545,17106,22225,14827,4242,1545,17106,22225,14827,4242
258060,1289515,10576,116690,150950,101932,28206,10576,116690,150950,101932,28206
258062,349658,2977,31542,40867,27526,7609,2977,31542,40867,27526,7609
258063,1241267,10362,111365,145482,96829,27149,10362,111365,145482,96829,27149
258107,1409462,11153,121501,156525,105292,28998,11153,121501,156525,105292,28998
258108,661880,5327,56822,74273,49543,13623,5327,56822,74273,49543,13623
258109,1202849,9850,107452,137080,93456,25518,9850,107452,137080,93456,25518
258113,324324,2636,28443,36563,24651,6774,2636,28443,36563,24651,6774
258114,2483575,20371,221235,286477,192054,52966,20371,221235,286477,192054,52966
258117,900131,7326,80143,104864,69721,19317,7326,80143,104864,69721,19317
258178,1683367,13177,144903,186267,124814,34113,13177,144903,186267,124814,34113
258197,1876196,14673,160666,205762,137994,38273,14673,160666,205762,137994,38273
258198,344353,2835,30394,38438,26075,7228,2835,30394,38438,26075,7228
258203,352408,2792,30892,40019,26790,7473,2792,30892,40019,26790,7473
258204,3401751,27812,300920,389865,259681,71418,27812,300920,389865,259681,71418
258256,2644000,21033,225717,292413,193886,53600,21033,225717,292413,193886,53600
258257,301362,2390,26025,34157,22474,6123,2390,26025,34157,22474,6123
258258,831658,6788,72666,94349,62326,17146,6788,72666,94349,62326,17146
258270,801013,6583,71274,91896,60074,16782,6583,71274,91896,60074,16782
258271,674839,5472,60097,78334,51301,14140,5472,60097,78334,51301,14140
258273,73941,625,6845,8812,5688,1574,625,6845,8812,5688,1574
258274,254091,2083,23348,30026,19485,5426,2083,23348,30026,19485,5426
258278,502177,4131,45401,58652,38153,10703,4131,45401,58652,38153,10703
258299,87003,630,7415,9501,6193,1703,630,7415,9501,6193,1703
258336,1444892,11429,127979,160668,106970,29088,11429,127979,160668,106970,29088
258359,1374585,10777,122608,154807,102151,28026,10777,122608,154807,102151,28026
258387,76578,602,6369,8374,5382,1584,602,6369,8374,5382,1584
258393,991073,7988,87338,112311,75621,20964,7988,87338,112311,75621,20964
258426,230628,1772,20025,25086,16872,4595,1772,20025,25086,16872,4595
258454,4276482,34068,375853,483134,319674,87824,34068,375853,483134,319674,87824
258456,704925,5728,63662,81191,54008,14693,5728,63662,81191,54008,14693
258477,967200,7286,81599,104596,70174,19417,7286,81599,104596,70174,19417
258499,317944,2434,27338,35056,23386,6387,2434,27338,35056,23386,6387
258537,525567,3945,44418,56507,38385,10716,3945,44418,56507,38385,10716
